,Unnamed: 0,text,category,trans,translate
3492,3492,ಈ ಕನ್ನಡ ಚಿತ್ರದ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಹೆಮ್ಮೆ ಇದೆ. ಅವರು ಸಾಕಷ್ಟು ಪ್ರಚಾರವನ್ನು ಮಾಡಲಿಲ್ಲ. ಅವರು ಸ್ಪರ್ಧಾತ್ಮಕ ಜಗತ್ತಿನಲ್ಲಿದ್ದಾರೆ ಎಂಬುದನ್ನು ಅವರು ಮರೆತಿದ್ದಾರೆಯೇ? ನನ್ನ ಹೃದಯ ಕಳೆದುಹೋಗಿದೆ,Positive,ಈ ಕನ್ನಡ ಚಿತ್ರದ ಬಗ್ಗೆ ನನಗೆ ತುಂಬಾ ಹೆಮ್ಮೆ ಇದೆ. ಅವರು ಸಾಕಷ್ಟು ಪ್ರಚಾರವನ್ನು ಮಾಡಲಿಲ್ಲ. ಅವರು ಸ್ಪರ್ಧಾತ್ಮಕ ಜಗತ್ತಿನಲ್ಲಿದ್ದಾರೆ ಎಂಬುದನ್ನು ಅವರು ಮರೆತಿದ್ದಾರೆಯೇ? ನನ್ನ ಹೃದಯ ಕಳೆದುಹೋಗಿದೆ,"I am very proud of this Kannada film.
"
3493,3493,Bro nanu tik tok install madidde..onde dinakke uninstall madde....matte tik tok sahavasakke hogilla...allinda tik tok agu hogugalanna troll video dalle nodi njoy madta idini....super bro...🤣🤣🤣🤣,Positive,ಬ್ರೋ ನಾನು ಟಿಕ್ ಟೋಕ್ ಇನಸ್ನಲ್ ಮಾಡಿದ್ದೆ..ಒಂದೆ ದಿನಕ್ಕೆ ಯೂನಿನ್ಸ್ಟಲ್ ಮದ್ದೆ....ಮತ್ತೆ ಟಿಕ್ ಟೋಕ್ ಸಹವಾಸಕ್ಕೆ ಹೋಗಿಲ್ಲ...ಅಲ್ಲಿಂದ ಟಿಕ್ ಟೋಕ್ ಆಗು ಹೋಗುಗಳನ್ನು ಟ್ರೋಲ್ ವೀಡಿಯೋ ದಲ್ಲೆ ನೋಡಿ ನ್ಜಾಯ್ ಮಾಡ್ತಾ ಇದಿನಿ....ಸೂಪರ್ ಬ್ರೋ...🤣🤣🤣🤣,""""" ""Bro, I had introduced TikTok... Unistol Mad on the same day... I didn't go to TikTok again...""
"
3494,3494,Nijavaaglu adbhutha film plz encourage Kannada movie,Positive,ನಿಜವಾಗ್ಲು ಅದ್ಭುತ ಫಿಲ್ಮ್ ಪಿಜಿ ಎಂಕೋರೆಗ್ ಕನ್ನಡ ಮೂವಿ,"Truly amazing movie PG Emcoreg Kannada movie
"
3495,3495,En sir lyrics. Superb,Positive,ಏನ್ ಸಾರ್ ಲಿರಿಕ್ಸ್. ಸುಪರ್ಬ್,"Why Sir?
"
3496,3496,Bere Level #ASN #'Hands Up',Positive,ಬೆರೆ ಲೆವಲ್ #ಆನ್ಸ್ #'ಹಂದ ಅಪ್',"Bare Level # Ons # Tooth Up
"
3497,3497,Now 28k dislikes,Negative,ನೋ 28ಕಿ ಡಿಸ್ಲೈಕ್ಸ್,"NO 28K DISCLAIMS
"
3498,3498,super guru idhu actually chennagirodhu,Positive,ಸೂಪರ್ ಗುರು ಇಧು ಅಕ್ಟೂಲ್ ಚೆನ್ನಾಗಿರೋದು,"Super guru Idhu Oktol is fine
"
3499,3499,Idu talent ..,Positive,ಇದು ಟ್ಯಾಲೆಂಟ್ ..,"This is talent.
"
3500,3500,How can u say,not-Kannada,ಹೋ ಕ್ಯಾನ್ ಊ ಸಾಯಿ,"Oh Can You Sai
"
3501,3501,Kach hogedu banda varu like madi,Negative,ಕಚ್ ಹೊಗೆದು ಬಂದ ವರು ಲೈಕ್ ಮಾಡಿ,"Like the smoke from Kutch
"
3502,3502,D boss fans like here,not-Kannada,ಡ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಹೀರೆ,"Bigg Boss Fans
"
3503,3503,Super Jai hind,not-Kannada,ಸೂಪರ್ ಜೈ ಹಿಂದ,"Super Jai Hind
"
3504,3504,ನನಗೆ ಕಾಣುವ ಒಂದೇ ತಪ್ಪು...... publicity ಮಾಡದೇ ಇದ್ದದ್ದು. ....,Negative,ನನಗೆ ಕಾಣುವ ಒಂದೇ ತಪ್ಪು...... ಪಬ್ಲಿಸಿಟಿ ಮಾಡದೇ ಇದ್ದದ್ದು. ....,"The only mistake I see is that I did not publish....
"
3505,3505,Rashmika vaapas baaro haagide,unknown state,ರಶ್ಮಿಕ ವಾಪಸ್ ಬಾರೋ ಹಾಗಿದೆ,"Rashmika is back
"
3506,3506,Bro your playing game name,Mixed feelings,ಬ್ರೋ ಯುವರ್ ಪ್ಲಾಯಿಂಗ್ ಗೇಮ್ ನೇಮ್,"Bro Your Plying Game Name
"
3507,3507,Nice trailer super acting prajwal devraj,not-Kannada,ನೀಸ್ ಟ್ರೈಲರ್ ಸೂಪರ್ ಆಕ್ಟಿಂಗ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್,"Niece Trailer Super Acting Prajwal Devaraj
"
3508,3508,ಬಂದ ಹಾದಿಗೆ ರಚಿಸಲು ಹೊಸದೇ ಶಾಸನ ಮೆರೆಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮದೆ ಲಾಂಛನ ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದು nಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ loved itnMy favorite line superb lyrics,Positive,ಬಂದ ಹಾದಿಗೆ ರಚಿಸಲು ಹೊಸದೇ ಶಾಸನ ಮೆರೆಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮದೆ ಲಾಂಛನ ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದು ನ್ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ ಲವರ್ ಎಟ್ನಿ ಫೆವರಿಟ್ ಲೈನ್ ಸುಪರ್ಬ್ ಲಿರಿಕ್ಸ್,"To create the way forward, you have to fight your own battle symbol in the skies or the skies.
"
3509,3509,Super super song,not-Kannada,ಸೂಪರ್ ಸೂಪರ್ ಸಾಂಗ್,"Superb song
"
3510,3510,Bindu gowda lofer avlu,Negative,ಬಿಂದು ಗೌಡ ಲಾಫರ್ ಆವು,"Bindu Gowda Laugher Cow
"
3511,3511,Ishtu bega YouTube li movie bitre theotre ge enukk hogtare jana,Negative,ಇಷ್ಟು ಬೇಗ ಯುಟ್ಯೂಬ್ ಲಿ ಮೂವಿ ಬಿಟರ್ ಟೀಟರ್ ಗೆ ಜನಕ್ ಹೊಂಟರೆ ಜನ,"Janak to watch a movie soon on YouTube
"
3512,3512,Hands up ಇದು ವನವರತ,Positive,ಹಂದ ಅಪ್ ಇದು ವನವರತ,"This is a slap
"
3513,3513,Delete hadru nanu downloade made,Negative,ದೆಲೆಟ್ ಹದ್ರು ನಾನು ಡೌನ್ಲೋಡ್ ಮಾಡೆ,"Let me download that.
"
3514,3514,Rashmika fans  ND devarkonda fans urkondirtarea,Negative,ರಶ್ಮಿಕ ಫ್ಯಾನ್ಸ್ ಂಡ್ ದೇವರಕೊಂಡ ಫ್ಯಾನ್ಸ್ ಊರ್ಕೊಂದಿರ್ತರಿಯ,"Rashmika's fan frenzy
"
3515,3515,super  movei sir nanu theatre nanali nodide ade nana turpthi,Positive,ಸೂಪರ್ ಮವವಿ ಸಾರ್ ನಾನು ಠೀಟರ್ ನನಲಿ ನೋಡಿದೆ ಅದೆ ನಾನಾ ತುರ್ಪಿತಿ,"Super Mavi sir, I have seen it in the theater.
"
3516,3516,@Ajaya shetty sari bidi,Mixed feelings,@ಅಜಯ ಶೆಟ್ಟಿ ಸಾರಿ ಬೀದಿ,"Ajay Shetty
"
3517,3517,ಕಿಚ್ಚ ಸುದೀಪ  ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ...nಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಅಗೋದು ಪಕ್ಕ....,Positive,ಕಿಚ್ಚ ಸುದೀಪ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ...ನ್ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಅಗೋದು ಪಕ್ಕ....,"All the best from the fans of Kiccha Sudeep.
"
3518,3518,4.19 ....SRK Pose,unknown state,4.19 ....ಸ್ಕ್ ಪೋಸ್,"4.19...
"
3519,3519,Super   n  ಜೈ ಡಿ ಬಾಸ್,Positive,ಸೂಪರ್ ನ್ ಜೈ ಡಿ ಬಾಸ್,"Superman Jay D Boss
"
3520,3520,Pakka Anna Nivu helidu pakka nija,Positive,ಪಕ್ಕ ಅನ್ನಾ ನೀವು ಹೇಳಿದು ಪಕ್ಕ ನಿಜ,"What you are saying is true
"
3521,3521,Enu Kannada antha matadtaro ee goobegalu. Thoo!... Tumba chennagi maadideera. Avru nim jote tumba chennagi maadidare. Enu maadiddu,Negative,ಏನು ಕನ್ನಡ ಅಂಥ ಮತದ್ತರೋ ಈ ಗೂಬೆಗಳು. ಥೂ!... ತುಂಬ ಚೆನ್ನಾಗಿ ಮಾಡಿದೀರ. ಅವರು ನಿಮ್ ಜೊತೆ ತುಂಬ ಚೆನ್ನಾಗಿ ಮಾಡಿದರೆ. ಏನು ಮಾಡಿದ್ದು,"What kind of Kannada voters are these dolls?
"
3522,3522,Super guru love you,Positive,ಸೂಪರ್ ಗುರು ಲವ್ ಯುಎ,"Super guru Love UA
"
3523,3523,ನಿರ್ಮಾಪಕರೇ ನಿಮ್ಮ ಅಕೌಂಟ್ ನಂಬರ್ ಕೊಡಿ ನಿಮ್ಮ account gge amount akabeku,Mixed feelings,ನಿರ್ಮಾಪಕರೇ ನಿಮ್ಮ ಅಕೌಂಟ್ ನಂಬರ್ ಕೊಡಿ ನಿಮ್ಮ ಆಕಾಂಟ್ ಗ್ಗೆ ಅಮೌಂಟ್ ಆಗಬೇಕು,"Enter your account number and get it credited to your account number
"
3524,3524,Like from Kasaragod,unknown state,ಲೈಕ್ ಫ್ರಮ್ ಕಸರಾಗೊದ್,"Like from Kasargode
"
3525,3525,ta ta ta ta ta da da da,unknown state,ತಾ ತಾ ತಾ ತಾ ತಾ ದ ದ ದ,"The Ta Ta Ta Ta
"
3526,3526,Sharanraj Crs ದನೇವಾದಗಳು,Positive,ಶರಣ್ರಾಜ್ ಕ್ರಸ್ ದನೇವಾದಗಳು,"Sharanraj Cross Society
"
3527,3527,Anjali Devi hi,not-Kannada,ಅಂಜಲಿ ದೇವಿ ಹಾಯ್,"Anjali Devi
"
3528,3528,full videos link iddare haaki...,unknown state,ಫುಲ್ ವಿಡೀಸ್ ಲಿಂಕ್ ಇದ್ದಾರೆ ಹಾಕಿ...,"Check out the full video link
"
3529,3529,Nee super guru......,Positive,ನೀ ಸೂಪರ್ ಗುರು......,"You are a great teacher.
"
3530,3530,ಕ್ಷಮಿಸಿ ದಿಯಾ ಟೀಮ್ .....,Mixed feelings,ಕ್ಷಮಿಸಿ ದಿಯಾ ಟೀಮ್ .....,"Sorry team.
"
3531,3531,Lol darahan fans talking about quality 🤣🤣.,not-Kannada,ಲಾಲ್ ದರಹಾನ್ ಫ್ಯಾನ್ಸ್ ಟಾಕಿಂಗ್ ಅಬೌಟ್ ಕ್ವಾಲಿಟಿ 🤣🤣.,"Lal Darahan's fan talk about quality.
"
3532,3532,Thu.... Gaandu.... Ninobba gandsa,Negative,ಥೂ.... ಗಂಡು.... ನಿನೊಬ್ಬ ಗಂಡ್ಸಾ,"You are a man
"
3533,3533,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,"Chandan Shetty's video
"
3534,3534,ಹಾಡು ಮಾತ್ರ,unknown state,ಹಾಡು ಮಾತ್ರ,"Song only
"
3535,3535,Urkobetvre guru,Negative,ಆರ್ಕೊಬೇಟ್ಕ್ ಗುರು,"Archabettak Guru
"
3536,3536,Very good song,not-Kannada,ವೆರಿ ಗುಡ್ ಸಾಂಗ್,"Superb song
"
3537,3537,U r awesome bro,not-Kannada,ಊ ರ್ ಅವೆಸೋಮೆ ಬ್ರೋ,"Uar Avesomeu Brau
"
3538,3538,Keli kaadiruva baandavaarenBhuviyalli avana arithavaarenYaarila bidinMunnudinIddaradondu dantakathenNalku dikkinalu bekavanunBanduku hidida manavanunThale melide keeretanViraatanGuri bennato netaaranunGalli maatina bazaarunSuddi saaride sumaarunPaatrada parichaya irovrunEe badukige ide Ghana  hesarunHands up idu AnavaraatanHands up Na agnyata nHands up ide vedanta nIdu charithre srushtiso avataara,Positive,ಕೇಳಿ ಕಾದಿರುವ ಬಾಂದವಾರೆಂಭುವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆನ್ಯರಿಲ ಬಿಡಿನ್ಮುನಿನಿನಿದ್ದರದೊಂದು ದಂತಕಥೆನ್ನಲ್ಕು ದಿಕ್ಕಿನಲ್ಲೂ ಬೇಕಾವನುಂಬಂದುಕು ಹಿಡಿದ ಮಾನವನುಂತಲೇ ಮೇಲಿದೆ ಕೀರೆತನ್ವಿರತಂಗೂರಿ ಬೆನ್ನಟೋ ನೇತಾರನುಗಳ್ಳಿ ಮಾತಿನ ಬಾಜರುನ್ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರುಂಪಾತ್ರದ ಪರಿಚಯ ಇರೋವರು ಬದುಕಿಗೆ ಇದೇ ಘನ ಹೆಸರುಹಂದ್ಂಸ್ ಅಪ್ ಇದು ಅನಾವರತಂಚಂಂತ್ ಅಪ್ ನಾ ಅಗ್ನತ ಂಂಡ್ಸ್ ಅಪ್ ಇದೇ ವೇದಾಂತ ನೀಡು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸು ಅವತಾರ,"Those who knew him in the Bandavaaranaibhuvu, who had waited and waited for him, were like a man who was caught in the direction of the legend.
"
3539,3539,Bro nan phone thagandaginda nu aa galeej app install madilla.adre adu yavdo ragitu goditu antharalla (share it ) na delete mad de,Negative,ಬ್ರೋ ನಾನ್ ಫೋನ್ ತಗಂಡಗಿಂದ ನೂ ಆ ಗಲೀಜ್ ಅಪ್ಪಿ ಇನಸ್ನಲ್ ಮಾಡಿಲ್ಲ.ಅದ್ರೆ ಅದು ಯಾವ್ದೋ ರೇಗಿತು ಗೊಂಡಿತು ಅಂತರಲ್ಲಿ (ಶೇರ್ ಐಟಿ ) ನಾ ದೆಲೆಟ್ ಮ್ಯಾಡ್ ಡೇ,"The hole appi hasn't been injected since the bro Nonphone crash.
"
3540,3540,ಜೈ ಮೋರಿ ಜೈ ರೋಗಿ ಇಸ್ಲಾಂ ಸಾಯಿಸಿ ಇದೆ ಇವರ ಗುರಿ,unknown state,ಜೈ ಮೋರಿ ಜೈ ರೋಗಿ ಇಸ್ಲಾಂ ಸಾಯಿಸಿ ಇದೆ ಇವರ ಗುರಿ,"Their aim is to kill Jai Mori Jai Rogi Islam
"
3541,3541,ರಶ್ಮಿಕಾ ಮದನ ಡಗಾರ್,Positive,ರಶ್ಮಿಕಾ ಮದನ ಡಗಾರ್,"Rashmika Mandanna
"
3542,3542,Nijave idhu charitre srustiso avatharane bidi,Positive,ನಿಜವೇ ಇಧು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತರಣೆ ಬೀದಿ,"This is indeed true history.
"
3543,3543,@Manjunath mtr tq bro,unknown state,@ಮಂಜುನಾಥ್ ಡರ್ ಟೆಕಿ ಬ್ರೋ,"@ Manjunath Dar Techie Bro
"
3544,3544,@Madan Kumar Mister Modan kumor..... ascar yenu nobal price,unknown state,@ಮದನ್ ಕುಮಾರ್ ಮಿಸ್ಟರ್ ಮೊದನ್ ಕುಮಾರ್..... ಆಸ್ಕರ್ ಏನು ನೊಬೆಲ್ ಪ್ರೈಸ್,"Nobel Prize winner Madan Kumar.
"
3545,3545,Nivu great sir swabhimani sir Ella namma preethiya geleyaru hege yara,Positive,ನೀವು ಗ್ರೇಟ್ ಸಾರ್ ಸ್ವಾಭಿಮಾನಿ ಸಾರ್ ಎಲ್ಲಾ ನಮ್ಮ ಪ್ರೀತಿಯ ಗೆಳೆಯರು ಹೇಗೆ ಯಾರ,"You are the great Sir Swabhimani Sir how all our dear friends
"
3546,3546,Actually ಇದು ಇದು song  ಅಂದ್ರೆ...🤘🤘 ಏನಂತೀರಿ ಗೆಳಯರೆ.,Positive,ಅಕ್ಟೂಲ್ ಇದು ಇದು ಸಾಂಗ್ ಅಂದ್ರೆ...🤘🤘 ಏನಂತೀರಿ ಗೆಳಯರೆ.,"This is a song.
"
3547,3547,Guru super video  Tq guru,Positive,ಗುರು ಸೂಪರ್ ವೀಡಿಯೋ ಟೆಕಿ ಗುರು,"Guru Super Video Techie Guru
"
3548,3548,Yak late guru,unknown state,ಯಾಕ್ ಲೇಟ್ ಗುರು,"Yak Late Guru
"
3549,3549,Jai D Boss,Positive,ಜೈ ಡ್ ಬಾಸ್,"Jade Boss
"
3550,3550,ಕೊಳ್ಳುತ್ತಿರುವ ಕೊಬ್ಬರಿ ಮಿಥೈ ಮುಖದವಳು nnಚೆನ್ನಾಗಿ ಬೈತೀರಾ ಸರ್,Negative,ಕೊಳ್ಳುತ್ತಿರುವ ಕೊಬ್ಬರಿ ಮಿಥೈ ಮುಖದವಳು ನೀನ್ಚೆನ್ನಾಗಿ ಬೈತೀರಾ ಸರ್,"Buying a fat mithai face. You better be a bitch sir.
"
3551,3551,ಗುರುವೇ ಅದು GTA5 pubg ಅಲ್ಲ,Mixed feelings,ಗುರುವೇ ಅದು ಗತ5 ಪಬ್ ಅಲ್ಲ,"Guru, that's not the last 5 pubs
"
3552,3552,Lo troll madtadyalla nin us mado mobile ysvdo,unknown state,ಲೂ ಟ್ರೋಲ್ ಮದ್ತದೆಯಲ್ಲ ನೀನ್ ಯುಎಸ್ ಮಾಡೋ ಮೊಬೈಲ್ ಎಸ್ವೋದೋ,"No more trolling in the US or in mobile phones
"
3553,3553,Nemma anna antha barthane nodu avana hodibeku guru first Gubal Nan maga,Negative,ನೆಮ್ಮ ಅನ್ನಾ ಅಂಥ ಬರ್ತನೆ ನೋಡು ಅವನ ಹೊಡಿಬೇಕು ಗುರು ಫಸ್ಟ್ ಗೂಬಲ್ ನಾನ್ ಮಗ,""""" """" ""Nemma Anna"" """" ""looks like this and he has to be beaten,"" """" ""said Guru First Gubal, my son."" """"
"
3554,3554,I saw ashwathama,Mixed feelings,ಈ ಸಾ ಅಶ್ವತಮ,"This is the abyss
"
3555,3555,En helde guru,Positive,ಏನ್ ಹೇಳ್ದೆ ಗುರು,"What the teacher said
"
3556,3556,Bari telgu tamil movie nodthira ee thara movie nodi,Mixed feelings,ಬರಿ ತೆಲ್ಗು ತಮಿಲ್ ಮೂವಿ ನೋಡ್ತಿರ ಈ ತಾರಾ ಮೂವಿ ನೋಡಿ,"Watch this Telugu film
"
3557,3557,ಬಿಟ್ಟಸ್ಥಳ SA _a,unknown state,ಬಿಟ್ಟಸ್ಥಳ ಶಾ _ಏ,"_ Abandoned Shah
"
3558,3558,Good job shivu,unknown state,ಗುಡ್ ಜಾಬ್ ಶಿವು,"Good Job Shivu
"
3559,3559,Yes hange kick kodta hogutte.. ಒಳ್ಳೆ synch ಮಾಡಿದ್ದಾರೆ..,Positive,ಯಸ್ ಹಂಗೆ ಕಿಕ್ ಕೊಂಟ ಹೋಗುತ್ತೆ.. ಒಳ್ಳೆ ಸಿಂಧ್ ಮಾಡಿದ್ದಾರೆ..,"Yeah, well done.
"
3560,3560,@Nandi Parthasarathi chakka ansuthe ninu . gaandu soolemagne,Negative,@ನಂದಿ ಪರ್ಥಸರಾತಿ ಚಕ್ಕ ಅನ್ಸುತೆ ನೀನು . ಗಂಡು ಸೋಲೆಮಗ್ನೆ,"You are a man.
"
3561,3561,Corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... Viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.,Negative,ಚೋರೋಣ ಹೆಸ್ರಲ್ಲಿ ಹಾಸ್ಪಿಟಲ್ ನಲ್ಲಿ ನಡಿತಿರೋ ದಂಡೆ ಬಗ್ಗೆ ವಿವರಿಸಿ.... ವೈರಸ್ ಬಂದು ಮನುಷ್ಯರು ಸಾಯ್ತಾರೋ ಇಲ್ವೋ ಗೊತ್ತಿಲ್ಲ ಆದರೆ ಹಾಸ್ಪಿಟಲ್ ಬಿಲ್ ಕೇಳಿ ಮನುಷ್ಯ ಬದುಕೋದು ಕಷ್ಟವಾಗಿದೆ.,"I dont know if people will die from the virus, but it is difficult to survive by asking for a hospital bill.
"
3562,3562,Dislike from rashmika fans,Negative,ದಿಸ್ಲಿಕೆ ಫ್ರಮ್ ರಶ್ಮಿಕ ಫ್ಯಾನ್ಸ್,"Disabled from Rashami fans
"
3563,3563,Muchele dagar munde sule,not-Kannada,ಮುಚೇಲೆ ಡಗರ್ ಮುಂಡೆ ಸುಳೆ,"Munchele Dagar Mundhe Sue
"
3564,3564,Thumba chenagi ede,Positive,ತುಂಬ ಚೆನಾಗಿ ಎದೆ,"A very good chest
"
3565,3565,@VARAPRASAD K K le Randi magne Neenu ba nimmamman karakondu ba ibbarana hattu ibbarigu ondondu dozen Papu dagar nan maklan hutsi kalastini amele barabekadre dj sounds system idre togond ba naan madbekadre nimmamma Mia khalifa Tara kirchodu nin kannalli nodokagutto ilvonMatte Neenu sunny Leone Tara archod nan kailli tadkollokagallappa🤣🤣🤣,Negative,@ವರಪ್ರಸಾದ್ ಕಿ ಕಿ ಲೇ ರ್ಯಾಂಡಿ ಮಗ್ನೆ ನೀನು ಬಿಎ ನಿಮ್ಮಮ್ಮನ್ ಕರಕೊಂಡು ಬಿಎ ಇಬ್ಬರಣ ಹತ್ತು ಇಬ್ಬರಿಗೂ ಒಂದೊಂದು ಡಾಜನ್ ಪಾಪು ಡಗರ್ ನಾನ್ ಮ್ಯಾಕ್ಲೆನ್ ಹಟ್ಟಿ ಕಲಸ್ಥಿನಿ ಆಮೇಲೆ ಬರಬೇಕಾದ್ರೆ ಡ್ಜ್ ಸೌಂಡ್ಸ್ ಸಿಸ್ಟಂ ಇದ್ರೆ ಟೊಗೊಂಡ್ ಬಿಎ ನಾನ್ ಮದ್ಬೇಕಾದ್ರೆ ನಿಮ್ಮಮ್ಮ ಮೀಯಾ ಖಲೀಫಾ ತಾರಾ ಕಿರ್ಚೊಡು ನೀನ್ ಕಣ್ಣಲ್ಲಿ ನೋಡೊಕಾಗುತ್ತಾ ಇಲ್ವೊನ್ಮಟ್ಟೆ ನೀನು ಸುನ್ನಿ ಲೀನ್ ತಾರಾ ಆರ್ಕೋಡ್ ನಾನ್ ಕಿಲ್ಲಿ ತಾಂಕೊಳ್ಳೋಪಗಳ್ಳಗ್ಪ🤣🤣🤣,"""@ varaprasad _ ki _ Lay _ Randi"" """" ""Magneh"" """" """"
"
3566,3566,Yes bro avaga song ajneesh sir voice alli ittu,unknown state,ಯಸ್ ಬ್ರೋ ಅವಾಗ ಸಾಂಗ್ ಅಜ್ಞೇಶ ಸಾರ್ ವೈಸ್ ಅಲ್ಲಿ ಇಟ್ಟು,"Yes bro then put the song Agnesh sir Vice there
"
3567,3567,Suraj Suraj suuuuper brother,unknown state,ಸುರಾಜ್ ಸುರಾಜ್ ಸುವೂಪರ್ ಬ್ರದರ್,"Suraj Suri Brother
"
3568,3568,Maga super song,Positive,ಮಗ ಸೂಪರ್ ಸಾಂಗ್,"Superb song
"
3569,3569,ಬೆಂಗಳೂರಿಗೂ ಬಂದಿದ್ದರು ಅಶ್ವತ್ಥಾಮ,Negative,ಬೆಂಗಳೂರಿಗೂ ಬಂದಿದ್ದರು ಅಶ್ವತ್ಥಾಮ,"Ashwathama arrives in Bengaluru
"
3570,3570,Nin voice and dialogues ge fidha guru 🤣🤣🤣🤣🤣,Positive,ನೀನ್ ವೈಸ್ ಆಂಡ್ ಡೈಲ್ಯಾಗಸ್ ಗೆ ಫಿಧಾ ಗುರು 🤣🤣🤣🤣🤣,"Fidha Guru for Nin Vice and Dialogues
"
3571,3571,Mutturaj Melageri k,not-Kannada,ಮುತ್ತುರಾಜ್ ಮೇಲಗೇರಿ ಕಿ,"Muthuraj Melageri Kee
"
3572,3572,ವಿಜಯ್ ಮಲ್ಯ ಅವರೇ,unknown state,ವಿಜಯ್ ಮಲ್ಯ ಅವರೇ,"Vijay Mallya is...
"
3573,3573,Kannadadalle bandilla innu,Positive,ಕನ್ನಡದಲ್ಲೇ ಬಂದಿಲ್ಲ ಇನ್ನು,"Not in Kannada
"
3574,3574,100 days pacca,Positive,100 ಡೇಸ್ ಪಚ್ಚ,"100-day haul
"
3575,3575,ಈ ಸಿನಿಮಾಗೆ ಎಲ್ಲರೂ ಪ್ರೋತ್ಸಾಹಿಸಿ... ಇಂತಹ ಅತ್ಯುತ್ತಮ ಚಿತ್ರವನ್ನ ಬೆಳೆಸಿ...,Positive,ಈ ಸಿನಿಮಾಗೆ ಎಲ್ಲರೂ ಪ್ರೋತ್ಸಾಹಿಸಿ... ಇಂತಹ ಅತ್ಯುತ್ತಮ ಚಿತ್ರವನ್ನ ಬೆಳೆಸಿ...,"Everyone is all praise for the film.
"
3576,3576,ಸುದ್ದಿ ಮಾಡುವ ಮಾದಕ ಹಾಡು ಕೇಳಿರಿ ಎಲ್ಲರು ......HANDS UP,Mixed feelings,ಸುದ್ದಿ ಮಾಡುವ ಮಾದಕ ಹಾಡು ಕೇಳಿರಿ ಎಲ್ಲರು ......ಹಂದ ಅಪ್,"Everyone heard the song.
"
3577,3577,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಹಿನ್ನೆಲೆ ಸಂಗೀತಕ್ಕೆ ಮಾರು ಹೋದೆ...,Positive,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಹಿನ್ನೆಲೆ ಸಂಗೀತಕ್ಕೆ ಮಾರು ಹೋದೆ...,"Very good.
"
3578,3578,Love from Hindi lover,Positive,ಲವ್ ಫ್ರಮ್ ಹಿಂದಿ ಲವರ್,"Love from India
"
3579,3579,1st rank raju,unknown state,1ಎಟ್ ರಾಂಕ್ ರಾಜು,"1A Rank Raju
"
3580,3580,13k dislikes frm jealous bollywood fans,Negative,13ಕಿ ಡಿಸ್ಲೈಕ್ಸ್ ಫ್ರಮ್ ಜೀಲೋಸ್ ಬಾಲಿವುಡ್ ಫ್ಯಾನ್ಸ್,"13K Dislikes From Gillows Bollywood Fans
"
3581,3581,Super song,Positive,ಸೂಪರ್ ಸಾಂಗ್,"Superb song
"
3582,3582,ವಾವ್ ಸರ್ ನಿಮ್ಮ ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ  ಸೂಪರ್ ಸರ್,Positive,ವಾವ್ ಸರ್ ನಿಮ್ಮ ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ ಸೂಪರ್ ಸರ್,"Wow sir, your words are a hundred percent true super sir.
"
3583,3583,Our Kannada Song On 1Trending Again,Positive,ಔರ್ ಕನ್ನಡ ಸಾಂಗ್ ಒನ್ 1ಟ್ರೆಂಡಿಂಗ್ ಅಗೈನ್,"And Kannada song 1 Trending Again
"
